287,San Giusto,125 075 205 053 168
288,Odeon,250 193 063 004 132 224 005 075 205 053 167
289,Boogies Diner,178 061 074 204 052 164
290,La Jumelle,184 193 004 132 114 248 092 140 075 204 053 166
291,Le Steak,250 193 092 225 075 204 052 167
292,Swiss Inn,229 227 075 205 052 166
293,Le Pactole,250 097 224 091 075 205 054 168
294,Japanese on Hudson,128 075 205 052 165
295,PRIMAVERA,026 099 250 198 196 189 097 125 140 076 206 054 169
296,King Crab,229 212 075 204 052 166
297,Marion's ContinentalRestaurant & Lounge,194 197 008 045 075 204 053 166
298,Tai Hong Lau,248 025 039 060 076 204 052 165
299,Tirami Su,229 125 075 204 052 166
300,Cafe Europa,004 132 125 078 208 056 170
301,AQUAVIT,099 198 196 193 191 192 097 059 231 210 076 206 054 169
302,Lucky Strike,184 004 132 008 092 074 204 052 166
303,Acadia Parish,250 197 242 229 007 030 047 075 205 051 164
304,Au Cafe,063 043 045 176 075 204 052 165
305,Two Eleven,193 063 004 132 005 075 205 053 167
306,Mimi's,004 132 057 071 125 074 204 051 165
307,Elephant & Castle,100 086 250 004 132 083 224 156 008 042 154 078 208 056 170
308,Busby's,253 250 063 008 075 204 052 167
309,Dish of Salt,057 071 039 075 205 053 167
310,Mo' Better Restaurant,191 192 197 242 057 071 220 217 078 208 056 170
311,Firenze,125 075 205 053 167
312,La Caridad,086 197 039 048 075 204 050 163
313,Claire,250 059 231 224 025 007 068 212 075 205 053 167
314,Rascals,194 004 132 057 071 008 074 204 052 164
315,Shanghai 1933,136 198 200 196 191 192 242 083 039 076 205 054 168
316,Cafe Riazor,004 132 229 223 075 205 052 165
317,Le Beaujolais,092 078 208 056 170
318,Rosie O'Grady's,194 225 078 208 056 170
319,Mediterraneo,229 125 075 204 052 166
320,Tropica,025 007 212 076 205 053 168
321,9,242 059 231 176 078 208 056 170
322,Erminia,200 125 129 076 206 054 168
323,Chaz & Wilson's Grill,184 194 004 132 057 071 005 104 074 204 052 166
324,Acme Bar & Grill,178 004 132 007 030 047 220 217 074 204 052 164
325,Nawab,193 117 075 205 053 166
326,PETROSSIAN,099 250 193 224 037 091 202 076 206 054 169
327,Benito II,191 192 229 075 205 051 166
328,Angelo's of Mulberry St.,010 125 075 205 052 167
329,Cafe 400,242 008 125 074 204 052 164
330,La Ripaille,193 063 097 092 075 205 053 167
331,Roebling's,008 212 074 204 052 166
332,Chikubu,136 128 075 205 052 167
333,Tommaso's,080 193 191 192 229 229 125 076 205 052 167
334,Letizia,193 004 132 057 071 125 075 205 053 167
335,Sette Mezzo,250 189 097 125 076 205 052 167
336,Mario's,248 059 231 125 182 075 205 052 167
337,Regional Thai Taste,235 075 204 052 165
338,Becco,250 193 190 191 192 059 231 229 125 075 205 053 167
339,Tutta Pasta,100 086 250 063 125 075 204 052 164
340,Joey's Paesano,242 125 075 204 052 165
341,SoHo Kitchen and Bar,080 250 191 192 008 075 204 053 165
342,Taliesin,136 040 111 005 031 076 205 054 168
343,Chelsea Clinton Cafe,197 242 005 074 204 052 165
344,Havana (fka Victor's Cafe),048 078 208 056 170
345,Boxers,184 194 102 004 132 008 106 078 208 056 170
346,Arlecchino,191 192 063 004 132 125 075 205 053 166
347,Great Shanghai,039 075 204 051 164
348,Chiam,080 253 099 193 191 192 039 076 206 054 167
349,Big Wong,001 039 076 203 050 163
350,Les Halles,253 193 097 001 001 092 075 205 052 167
351,Ticino,242 057 071 125 227 075 205 053 167
352,Urban Grill,083 059 231 008 104 106 075 204 051 164
353,The View,193 190 040 057 071 224 045 091 125 075 205 055 168
354,Sistina,125 076 205 053 169
355,Urbino,125 075 205 052 167
356,Stage Deli,100 250 083 059 231 058 075 204 051 165
357,Sushiden,128 076 205 053 167
358,Patriccio's,248 125 075 205 053 167
359,Le Quercy,193 092 075 205 052 167
360,Campagnola,004 132 057 071 125 075 205 053 168
361,Girasole,063 125 075 205 053 168
362,The Yankee Clipper,008 212 075 205 053 167
363,Temple Bar,253 178 200 004 132 068 074 205 054 166
364,La Fondue,125 227 074 204 052 165
365,Raphael,198 200 091 076 206 054 169
366,E.A.T,100 086 113 250 198 083 059 231 156 008 092 075 204 052 167
367,Le Relais,253 102 063 153 092 075 205 053 168
368,Island,224 007 075 204 053 167
369,El Pote Espa$ol,197 223 078 208 056 170
370,Vinsanto,125 075 205 053 166
371,Tatou,099 193 191 192 057 071 007 008 075 205 054 168
372,PETER LUGERSTEAK HOUSE,099 250 198 189 191 192 010 059 231 001 225 077 205 052 168
373,Lexington Avenue Grill,040 074 204 052 166
374,Cesarina,253 193 059 231 125 075 205 053 167
375,LE REGENCE,250 196 193 040 224 091 076 207 055 169
376,Lorango,138 142 234 074 204 052 165
377,Isola,063 248 025 125 075 204 052 166
378,Fiorello's Roman Cafe,193 063 125 182 075 205 053 167
379,Lai Lai West,039 075 204 052 164
380,Sofia's,057 071 125 075 205 052 166
381,Kiev,197 156 240 075 204 051 163
382,Tang Pavilion,136 039 076 205 053 166
383,The Sumptuary,193 063 248 045 125 075 205 053 167
384,Taci International,078 208 056 170
385,Jules,184 200 102 197 242 004 132 114 057 071 092 075 204 053 166
386,SPARKS STEAK HOUSE,080 099 198 189 225 076 205 053 169
387,Rosa Mexicano,253 086 250 198 059 231 001 142 234 076 205 053 167
388,Broadway Grill,040 005 104 074 204 052 166
389,Westside Cottage,039 075 205 051 164
390,Symposium,250 193 197 059 231 057 071 103 078 208 056 170
391,Wylie's Ribs,059 231 008 017 075 204 051 165
392,Hourglass Tavern,193 008 068 078 208 056 170
393,Mappamondo,086 250 063 004 132 059 231 025 125 075 205 052 164
394,Pietro's,193 125 225 075 205 052 168
395,Chez Brigitte,197 248 083 229 092 075 205 051 163
396,Hard Rock Cafe,026 100 253 086 250 178 191 192 153 008 104 106 074 204 054 165
397,Can,091 246 075 205 053 167
398,Wing Wong,136 039 076 205 051 163
399,Harlequin,196 223 075 205 053 167
400,Ye Olde Waverly Inn,193 191 192 063 010 248 008 075 205 053 166
401,Shin's,253 198 196 193 242 040 128 078 208 056 170
402,Pescatore,242 125 078 208 056 170
403,Nino's,136 242 057 071 125 076 205 053 167
404,Thai Taste,248 059 231 229 001 235 074 204 052 165
405,Book-Friends Cafe,113 178 196 057 071 043 008 074 205 054 164
406,Le Bar Bat,178 184 193 102 191 192 004 132 057 071 005 074 204 054 167
407,Courtyard Cafe,063 040 111 125 075 205 053 167
408,Swing Street Cafe,075 205 052 166
409,Capsouto Freres,250 193 191 192 063 224 092 076 206 054 168
410,Whole Wheat 'n Wild Berrys,100 111 224 243 075 205 052 164
411,Bell Caffe,063 197 004 132 111 057 071 224 243 078 208 056 170
412,Donald Sacks,059 231 005 068 074 204 052 165
413,Santerello,125 075 205 053 167
414,Felix,102 063 004 132 092 075 204 053 167
415,Argentine Pavilion,193 012 218 078 208 056 170
416,NoHo Star,086 224 156 005 039 068 075 204 052 165
417,Capriccio,125 075 205 053 167
418,Food Bar,184 194 197 242 059 231 224 068 078 208 056 170
419,B. Smith's,184 190 102 191 192 114 059 231 057 071 008 220 217 075 205 053 167
420,The Assembly,253 193 190 191 192 059 231 057 071 045 225 078 208 056 170
421,Dolce,253 193 125 075 205 053 167
422,Play By Play,191 192 106 074 204 053 165
423,Estia,063 004 132 057 071 103 075 205 053 166
424,Boom,184 102 004 132 045 075 204 053 167
425,Jewel of India,193 190 059 231 117 076 205 054 167
426,DishS,078 208 056 170
427,Pisces,250 242 212 075 205 053 167
428,Water's Edge,200 191 192 063 153 248 057 071 025 005 076 206 055 168
429,Harry's at Hanover Square,074 205 052 167
430,Gabriel's,137 253 193 190 189 102 059 231 025 125 076 205 053 168
431,Dosanko,086 178 059 231 128 152 074 204 051 163
432,Voulez-Vous,250 198 193 063 092 075 205 052 167
433,L'Entrecote,092 225 075 205 052 167
434,Sloppy Louie's,212 075 204 051 166
435,Grand Ticino,125 075 205 053 167
436,Caffe Buon Gusto,125 075 205 052 165
437,Yamaguchi,128 075 205 053 166
438,Milano,136 125 076 205 053 167
439,Shabu Tatsu,136 197 004 132 128 076 205 053 165
440,Gus' Place,250 196 083 224 103 140 212 076 205 053 166
441,Cucina Della Fontana,125 074 204 053 164
442,Joe Allen,190 008 068 106 074 204 052 166
443,Park Avenue Country Club,074 204 053 166
444,McDonald's,100 178 191 192 057 071 106 074 205 053 162
445,Crepes Suzette,092 075 205 052 166
446,BOULEY,099 198 200 193 102 114 097 091 077 207 055 169
447,LA COTE BASQUE,253 099 198 196 193 189 097 091 077 206 055 169
448,Anche Vivolo,193 125 075 205 053 167
449,Health Pub,111 243 075 205 052 165
450,Fanelli's Cafe,194 004 132 008 106 125 074 204 053 164
451,Romeo Salta,198 125 075 205 053 168
452,Lolabelle,250 184 242 004 132 057 071 007 034 075 205 053 167
453,Le Rivage,092 075 205 053 167
454,Manganaro Grosseria Italiana,078 208 056 170
455,Barney Greengrass,253 250 059 231 224 129 076 204 051 164
456,Tenth Avenue Jukebox Bar,074 205 052 165
457,Cascabel,242 025 005 075 205 053 167
458,Hideaway,191 192 045 075 205 053 167
459,Yura,250 242 005 068 078 208 056 170
460,Royal Canadian Pancake,100 178 004 132 156 033 173 074 204 051 164
461,Nicola's,059 231 125 075 205 052 168
462,Umeda,136 128 076 205 053 167
463,Hamachi,111 128 076 205 052 166
464,Wilkinson's Seafood Cafe,250 198 212 076 205 053 168
465,Red River Grill,253 063 242 025 007 222 075 205 053 167
466,Petaluma,063 224 125 075 205 053 167
467,Henry's End,141 229 005 068 076 206 052 167
468,Maurya,250 193 025 117 075 205 052 165
469,Ennio and Michael,075 205 053 167
470,Tempo,193 125 076 206 053 167
471,The Polo,250 196 040 224 045 076 206 054 169
472,Darbar,250 198 193 059 231 117 076 205 053 167
473,Good Enough to Eat,100 086 250 059 231 224 156 008 042 243 075 205 052 165
474,Il Ponte Vecchio,097 229 125 075 205 052 167
475,LA CARAVELLE,253 099 198 196 193 190 097 091 076 206 054 169
476,Stick To Your Ribs BBQ,076 204 051 164
477,Louisiana Community Bar & Grill,184 191 192 197 242 057 071 030 047 075 205 053 166
478,Ben Benson's,253 189 191 192 225 076 205 053 168
479,Gascogne,193 063 097 092 076 205 053 167
480,Tennessee Mountain,075 204 052 165
481,Orologio,250 198 063 242 004 132 125 078 208 056 170
482,Benny's Burritos,086 250 063 004 132 111 059 231 023 230 142 234 075 204 051 163
483,Dakota Bar & Grill,253 178 184 194 004 132 057 071 008 074 204 053 166
484,Divino,125 075 205 052 167
485,Burger Heaven,100 178 059 231 008 042 106 074 204 051 163
486,Miracle Grill,250 184 191 192 063 005 222 075 205 053 166
487,Anarchy Cafe,184 197 242 004 132 057 071 068 078 208 056 170
488,A Pasta Place,136 125 075 205 052 165
489,Atomic Wings,184 007 017 075 203 051 163
490,Trois Jean,193 059 231 092 075 205 053 168
491,The Road House,004 132 125 182 075 204 051 164
492,PATSY'S PIZZA (Bklyn),077 205 052 164
493,Rolf's,250 193 197 098 075 205 053 166
494,Stephanie's,057 071 008 074 205 052 167
495,Lucy's Retired Surfers,184 004 132 142 234 074 204 052 164
496,Buono Tavola,057 071 125 078 208 056 170
497,Pho Pasteur Vietnam,197 242 246 075 204 051 163
498,Man Ray,057 071 005 075 204 053 166
499,Vittorio Cucina,136 063 248 025 125 075 205 053 167
500,Giambelli,196 229 229 125 075 205 053 168
501,Fresch,242 005 140 078 208 056 170
502,Mesa de Espana,057 071 223 075 205 052 166
503,Roettelle A.G.,193 063 057 071 025 092 098 125 227 075 205 053 167
504,Ten Kai,136 128 076 205 052 167
505,Jour et Nuit,193 102 063 092 075 204 053 167
506,La Boheme,137 253 092 075 205 053 167
507,Windows on India,242 117 078 208 056 170
508,Hunan Fifth Ave.,242 039 075 205 052 165
509,Eighteenth & Eighth,156 229 042 061 068 075 204 052 164
510,Primola,250 193 125 076 205 053 168
511,China Fun,242 004 132 039 075 204 051 164
512,IL MULINO,253 099 189 114 097 125 077 206 053 169
513,Ballato's                             ,229 125 075 205 052 166
514,Tango,128 075 205 052 167
515,Golden Unicorn,191 192 039 060 076 204 052 165
516,New Viet Huong,136 242 246 076 204 051 164
517,Il Vagabondo,125 074 204 052 166
518,Old Town Bar,178 184 194 191 192 010 008 106 074 204 053 164
519,LA RESERVE,253 099 198 196 193 189 191 192 097 091 076 206 054 169
520,La Petite Ferme,063 092 075 205 053 168
521,Vucciria,253 250 200 125 075 205 053 167
522,Uskudar,229 140 239 075 205 052 166
