64,Le Bon Cafe,253 113 250 150 252 149 174 063 004 057 071 043 036 156 025 025 005 092 090 076 204 053 162
65,MORRISON CLARK INN,080 099 250 150 196 191 192 174 063 040 010 084 087 024 224 005 220 076 206 054 167
66,La Bergerie,099 252 245 193 189 174 114 093 076 206 054 167
67,Palais du Chocolat,250 150 043 016 076 205 053 162
68,Trumpets,250 062 174 059 231 036 224 025 005 076 206 054 166
69,701,253 250 184 196 193 190 102 191 192 174 063 111 084 087 059 231 057 071 024 005 076 206 054 167
70,Four Rivers,250 174 224 039 060 075 205 051 163
71,Mr. Yung's,250 252 229 039 060 075 205 051 164
72,Crisfield,254 250 198 252 149 059 231 212 076 205 052 165
73,The Jockey Club,080 253 099 250 184 198 252 200 245 193 189 174 146 114 040 111 024 045 212 076 206 054 168
74,Lite `n' Fair,076 205 051 163
75,Blue Point Grill,253 250 150 252 174 063 059 231 224 212 076 205 053 166
76,Firehook Bakery,253 150 252 149 084 087 057 071 043 229 016 076 205 052 162
77,Ginza's,136 174 036 024 128 226 076 206 053 165
78,Terrazza,253 099 250 245 191 192 024 123 076 206 054 167
79,Lebanese Taverna Market,143 076 205 053 165
80,OBELISK,080 099 150 196 193 084 087 123 076 206 054 168
81,Eye Street Cafe,149 125 140 076 205 053 164
82,Capitol City Brewing,253 178 086 250 184 252 149 174 059 231 008 017 107 074 204 053 164
83,LE LION D'OR,080 253 099 200 245 193 189 191 192 174 146 024 093 077 206 054 169
84,Jefferson Restaurant,080 253 099 113 250 252 200 245 196 189 191 192 174 146 114 040 248 083 024 224 005 007 076 206 054 168
85,Thai Place,253 250 252 149 191 192 235 075 205 052 164
86,Ivy's Place,254 253 250 150 252 193 190 063 229 118 235 075 205 051 163
87,Cafe Mozart,080 253 250 252 193 174 111 059 231 057 071 156 058 098 075 205 052 164
88,Bacchus,253 193 191 192 174 063 036 143 076 205 053 165
89,Delhi Dhaba,254 253 250 252 149 193 174 224 117 075 204 051 163
90,Tuscana West,184 193 062 190 102 174 242 004 114 057 071 024 025 123 182 075 205 053 166
91,1789,080 099 250 198 200 196 193 190 191 192 174 146 010 248 084 087 005 007 076 206 054 168
92,Cafe Pierre,250 150 252 193 191 192 174 040 005 007 078 208 056 170
93,Gulf Coast Kitchen,253 250 252 149 062 174 063 008 220 078 208 056 170
94,The Restaurant,253 099 113 250 193 191 192 174 040 111 057 071 021 224 045 212 076 206 054 167
95,Miss Saigon,250 136 193 174 063 242 246 076 205 053 164
96,Ichiban,250 252 191 192 174 021 128 130 075 205 053 164
97,Baron's,200 174 146 040 057 071 025 045 075 206 054 167
98,Mr. K's,253 099 250 252 245 196 189 191 192 174 146 024 039 076 206 054 167
99,THE COLONNADE,080 253 099 113 250 200 245 196 193 189 191 192 174 063 040 057 071 024 021 224 005 076 206 054 167
100,Gary's,253 099 193 189 191 192 174 111 059 231 057 071 024 008 212 225 075 205 053 166
101,Foong Lin,253 250 252 174 039 075 205 052 164
102,la Madeleine,254 253 250 252 149 191 192 174 063 242 248 084 087 059 231 156 016 092 078 208 056 170
103,La Brasserie,080 250 252 189 102 191 192 174 063 114 059 231 036 024 224 156 092 093 076 206 053 167
104,Pines of Italy,253 250 198 252 149 174 059 231 057 071 125 075 205 051 163
105,Imperial Hotel Restaurant,011 250 150 136 252 191 192 063 040 248 059 231 057 071 036 224 005 076 206 054 167
106,D'Angelo,100 086 250 150 198 252 193 190 191 192 174 063 242 059 231 057 071 224 125 075 205 053 165
107,Bilbo Baggins,253 250 252 149 190 191 192 174 010 248 084 087 059 231 224 008 075 205 053 164
108,Evans Farm Inn,100 253 250 198 252 191 192 174 063 248 057 071 021 224 008 074 205 053 165
109,THE PALM,253 099 250 189 174 059 231 024 212 225 076 206 053 167
110,Hinode,254 253 250 150 174 128 075 205 053 164
111,Herb's,253 184 194 102 114 008 078 208 056 170
112,Taste of Saigon,253 250 252 174 063 024 246 076 206 053 164
113,Bistro Le Monde,253 059 231 024 224 092 075 205 053 164
114,Carlyle Grand Cafe,253 086 250 150 184 252 149 190 102 174 063 024 224 005 008 107 076 205 054 165
115,Red Sea,250 252 197 059 231 072 075 204 052 164
116,COPPI'S RESTAURANT,253 250 114 036 125 182 076 206 054 163
117,Geranio,250 245 191 192 248 125 212 076 205 053 166
118,Renato,254 253 250 150 252 174 063 059 231 229 125 076 205 053 166
119,Tivoli,080 099 196 193 190 191 192 174 063 084 087 059 231 057 071 045 123 076 206 054 167
120,Potowmack Landing,253 250 198 252 149 193 191 192 174 079 063 248 224 008 212 075 205 054 165
121,Mykonos,137 193 191 192 174 103 078 208 056 170
122,The Chicken Place,253 250 252 149 174 059 231 017 133 075 205 051 163
123,Cafe Saigon,253 250 063 246 075 205 052 164
124,Les Halles,250 252 193 102 191 192 174 063 242 059 231 024 224 092 225 078 208 056 170
125,Hunan Lion,252 191 192 174 229 039 060 075 205 053 165
126,Odeon Cafe,086 250 184 193 190 191 192 059 231 125 075 205 053 165
127,Paolo's,253 086 250 184 149 193 062 102 191 192 174 063 004 114 111 057 071 224 125 182 075 205 053 165
128,Boss Cats,100 253 086 250 252 149 174 063 197 242 005 107 078 208 056 170
129,Full Kee,253 250 252 174 004 039 075 204 051 163
130,Burma Restaurant,250 252 174 219 078 208 056 170
131,Ruth's Chris Steakhouse,253 250 191 192 174 063 248 059 231 008 225 076 206 053 167
132,Tortilla Factory,253 250 252 149 193 191 192 174 036 142 209 233 075 205 052 163
133,BeDuCi,193 174 248 025 125 140 076 206 054 166
134,Cafe Milano,253 250 184 252 149 062 102 191 192 174 063 004 114 123 182 075 204 053 166
135,Polly's Cafe,250 184 252 149 063 197 114 248 059 231 057 071 224 008 075 205 053 164
136,La Tomate,250 252 191 192 174 063 059 231 057 071 125 078 208 056 170
137,Old Glory BBQ,253 250 184 252 149 102 191 192 036 224 017 075 205 053 164
138,China Chef,250 252 174 039 060 075 205 052 163
139,VIDALIA,174 024 005 220 076 206 054 167
140,Starke's Head Hog BBQ,254 250 252 174 063 036 224 156 017 078 208 056 170
141,BLEU ROCK INN,011 250 200 193 190 174 079 063 248 224 005 076 206 054 167
142,The Pasta Place,253 250 150 184 252 191 192 174 079 063 059 231 057 071 125 182 075 205 053 165
143,China Inn,253 250 252 004 039 060 075 205 052 164
144,La Cote d'Or Cafe,250 252 174 063 059 231 224 156 092 093 076 206 054 167
145,Hard Rock Cafe,026 100 253 178 086 250 252 149 197 004 059 231 008 107 074 204 053 164
146,Thai Taste,250 252 063 235 075 205 052 164
147,Trattu,174 063 229 125 076 206 053 166
148,The River Club,184 200 191 192 174 004 146 057 071 045 075 205 054 167
149,Bistro Francais,250 184 252 193 062 190 102 174 004 114 059 231 224 156 092 075 205 053 165
150,Atami,250 252 174 128 246 075 205 052 165
151,Luigino,253 250 193 190 174 059 231 036 123 076 205 054 166
152,PALLADIN,080 099 113 250 252 245 193 190 191 192 174 242 146 040 036 024 224 092 093 076 206 054 168
153,Full Key,039 075 204 051 163
154,Cafe BaBaLu,250 184 252 149 102 063 242 059 231 224 005 222 232 078 208 056 170
155,Hunan Number One,253 250 252 174 004 039 060 076 205 053 164
156,Saigonnais,250 252 174 063 246 078 208 056 170
157,Nam Viet,253 250 252 193 174 063 246 076 205 052 164
158,Delhi Darbar,254 252 149 075 204 051 163
159,Melrose,253 099 113 250 252 200 196 193 190 174 063 146 040 111 083 059 231 024 224 005 076 206 054 167
160,O'Donnell's Restaurant,253 250 198 252 174 059 231 008 212 075 205 052 165
161,Pan Asian Noodles & Grill,250 252 149 219 235 075 205 052 163
162,Enriqueta's,253 250 149 036 001 142 209 076 205 053 164
163,The Peasant Restaurant & Bar,253 250 149 191 192 174 063 059 231 024 005 076 205 054 166
164,Coventry Cross,149 194 174 242 059 231 057 071 008 107 075 205 052 164
165,Woo Lae Oak,250 252 191 192 174 004 024 001 130 076 205 053 165
166,Le Rivage,250 193 190 174 079 063 093 212 076 205 054 166
167,L'AUBERGE CHEZ FRANCOIS,011 080 253 099 250 198 200 189 102 174 079 063 146 114 248 084 087 093 077 207 055 168
168,La Ferme,253 250 198 245 191 192 174 063 248 059 231 057 071 036 093 076 206 054 167
169,Filomena Ristorante,250 184 193 190 102 059 231 021 224 125 075 205 053 166
170,City Lights of China,250 252 174 114 036 039 076 205 052 164
171,Eat First,254 253 250 150 252 174 242 039 078 208 056 170
172,Bertucci's,214 100 253 250 150 252 174 125 182 075 205 053 163
173,Tempo,253 250 136 252 174 063 059 231 024 224 025 125 212 222 076 206 053 166
174,NICHOLAS,080 099 200 196 191 192 174 040 111 024 005 212 077 206 054 168
175,Bamiyan,250 252 193 190 174 002 076 205 052 164
176,Gabriel,253 099 250 196 102 174 242 040 059 231 036 024 224 222 223 232 075 205 053 166
177,China Canteen,254 250 136 174 224 001 039 060 076 205 051 163
178,Saigon Gourmet,252 174 063 246 076 205 052 164
179,Montego Cafe,250 184 252 149 063 197 004 059 231 036 156 034 075 205 052 164
180,Dante,011 253 250 150 245 196 191 192 174 063 010 024 025 125 075 205 053 166
181,Bistro Twenty Fifteen,250 252 193 191 192 174 040 111 057 071 024 005 078 208 056 170
182,Tony Cheng's Seafood,086 250 191 192 197 224 039 060 212 075 205 053 164
183,GALILEO,080 253 099 250 245 193 189 102 191 192 174 063 114 084 087 059 231 036 024 229 123 077 206 054 168
184,Tortilla Coast,253 250 184 252 149 063 224 233 075 205 052 164
185,Wurzburg-Haus,075 205 052 164
186,Bob & Edith's Diner,253 250 252 149 174 197 004 156 001 008 061 074 205 052 162
187,Coco Loco,250 149 245 189 102 174 063 197 242 114 083 036 024 021 020 133 142 209 232 078 208 056 170
188,Houlihan's,100 253 178 250 150 252 193 190 174 063 248 059 231 224 008 107 074 204 052 164
189,Cajun Bangkok,250 030 047 235 075 205 052 164
190,Ecco Cafe,253 250 184 252 149 191 192 174 004 114 111 057 071 224 125 182 075 205 053 164
191,La Mirabelle,174 248 057 071 093 076 206 053 166
192,Iron Gate,250 150 191 192 063 248 224 140 075 205 054 165
193,Volare,253 250 150 174 021 125 078 208 056 170
194,Fedora Cafe,253 250 252 174 059 231 057 071 224 005 075 205 053 165
195,The Monocle,189 102 191 192 174 114 248 059 231 024 229 008 075 205 053 166
196,The Cheesecake Factory,100 253 086 250 198 252 149 102 174 114 084 087 059 231 224 156 008 075 205 053 164
197,Faccia Luna Pizzeria,100 253 086 250 184 252 149 063 125 182 075 205 052 163
198,Donna Adele,253 250 191 192 174 063 059 231 036 123 075 205 053 167
199,Steamers,250 252 149 191 192 063 059 231 036 212 074 204 051 164
200,That's Amore,100 253 250 149 191 192 174 063 059 231 125 075 205 053 165
201,Hunan Chinatown,250 252 191 192 174 039 076 205 053 164
202,Little Viet Garden,250 252 174 063 025 246 076 205 053 164
203,East Wind,253 250 193 246 076 206 053 165
204,Old Angler's Inn,011 250 184 252 191 192 174 063 010 111 248 224 005 007 076 206 054 167
205,Chart House,253 250 184 198 079 063 248 224 008 212 225 075 205 054 166
206,CITRONELLE,080 253 099 250 252 200 193 190 189 191 192 174 114 040 084 087 024 224 090 076 206 054 168
207,Martin's Tavern,086 250 184 252 194 062 191 192 174 063 004 059 231 224 156 229 008 107 212 075 205 053 165
208,Nam's,254 253 250 150 136 252 149 174 246 076 205 051 163
209,Hunan Manor,253 250 252 149 191 192 174 039 078 208 056 170
210,Food Factory,253 250 252 149 174 143 076 203 050 162
211,The Tomato Palace,100 254 253 136 252 149 174 079 063 125 182 076 205 053 164
212,Lavandou,250 245 193 190 059 231 036 092 076 205 053 166
213,La Miche,253 250 193 191 192 174 063 059 231 092 093 076 206 054 167
214,Asia Nora,150 200 191 192 242 114 111 024 219 078 208 056 170
215,Thai Kingdom,253 250 252 174 235 076 205 053 164
216,LAFAYETTE,080 099 113 250 196 193 189 102 191 192 174 114 040 083 057 071 024 224 005 007 076 206 054 168
217,Germaine's,080 099 250 189 102 174 114 036 219 246 076 205 053 166
218,California Pizza Kitchen,026 254 253 250 150 252 149 174 125 182 078 208 056 170
219,Sushi Ko,250 193 174 114 025 128 226 076 205 052 165
220,Kramerbooks Cafe,086 250 184 252 149 062 102 174 063 197 004 059 231 057 071 043 224 156 008 075 204 052 164
221,Pizzeria Paradiso,254 250 150 252 149 114 182 076 205 053 164
222,Belmont Kitchen,250 102 191 192 063 111 059 231 224 005 008 075 205 053 165
223,Hogate's,253 250 184 252 174 063 059 231 057 071 021 224 008 212 074 204 052 165
224,Pho 75,253 250 252 174 197 156 246 076 204 050 162
225,Sabang,253 252 059 231 025 025 118 075 206 053 164
226,Celadon,250 136 196 193 190 191 192 174 040 024 005 076 205 054 167
227,TABERNA DEL ALABARDERO,080 253 099 200 245 193 189 191 192 174 063 146 059 231 036 024 223 076 206 055 168
228,Florida Ave. Grill,250 252 149 102 174 197 114 156 008 061 220 075 204 051 163
229,Tony Cheng's Mongolian,086 250 191 192 197 224 039 060 212 075 205 053 164
230,Armadilla Grill,100 253 250 149 191 192 197 248 059 231 001 025 222 074 205 053 164
231,Sesto Senso,250 184 191 192 174 242 114 059 231 057 071 123 075 205 053 166
232,Lauriol Plaza,250 184 252 102 174 063 197 224 133 142 209 223 075 205 053 165
233,GERARD'S PLACE,080 099 245 193 174 063 242 059 231 036 024 090 076 206 054 168
234,Occidental Grill,253 099 250 184 252 189 102 191 192 174 111 059 231 036 024 224 229 008 107 076 206 054 167
235,Il Cigno,253 250 136 245 191 192 174 079 063 059 231 125 076 205 054 166
236,Tabard Inn,250 102 191 192 063 197 040 010 224 068 076 205 054 166
237,Chardonnay,080 250 200 196 174 063 040 024 224 005 075 205 053 166
238,Pilin Thai,250 150 136 252 174 235 076 206 053 164
239,Head's,149 189 191 192 057 071 036 021 017 220 074 204 052 163
240,Alekos,253 250 252 103 075 205 052 164
241,Gaby's,253 250 193 092 076 205 053 167
242,Terramar,253 250 150 174 063 059 231 057 071 036 133 223 232 076 206 054 166
243,Cantina Romana,250 136 196 191 192 174 063 125 076 206 054 167
244,Atlacatl,250 252 149 174 063 059 231 142 209 075 204 051 163
245,THE INN AT PERRY CABIN,011 253 045 068 076 206 055 168
246,Tung Bor,253 250 252 149 039 060 075 205 052 164
247,Nathans Restaurant,250 184 252 194 102 114 059 231 057 071 224 156 107 125 075 205 053 166
248,Jean Michel,253 250 150 245 174 024 093 090 076 206 053 167
249,Maison Blanche,080 253 099 193 189 102 191 192 174 024 090 076 206 054 167
250,WILLARD ROOM,253 099 113 250 198 200 245 189 102 174 146 040 024 224 005 045 076 206 055 168
251,Busara,086 250 184 252 102 174 063 114 235 076 206 054 165
252,RIO GRANDE CAFE,100 253 250 184 252 149 102 174 063 114 036 224 233 076 205 053 164
253,Outback Steakhouse,137 253 250 149 174 059 231 225 075 205 053 164
254,Le Mistral,245 189 191 192 174 024 092 076 206 053 166
255,Marquis de Rochambeau,250 193 062 190 174 004 146 248 059 231 093 073 204 053 166
256,Tavola,253 250 149 125 076 205 053 166
257,Georgetown Bar & Grill,250 184 252 193 174 040 059 231 057 071 224 008 075 205 053 165
258,Sequoia,253 250 184 252 191 192 174 079 063 004 059 231 224 005 008 212 075 205 054 166
259,C.F. Folks,253 150 189 063 197 114 059 231 036 008 068 076 205 051 163
260,Tom Tom,250 184 149 062 102 063 197 242 004 114 140 182 232 078 208 056 170
261,O'Brien's Pit Barbecue,253 250 252 149 174 036 017 075 204 051 163
262,Fleetwood's,253 086 250 184 252 149 102 191 192 174 079 063 242 004 114 057 071 224 005 008 182 078 208 056 170
263,Cafe Dalat,250 150 252 149 246 076 205 051 163
264,Meskerem,253 250 252 004 059 231 057 071 072 076 205 053 164
265,Jade Palace,253 250 252 193 174 039 075 205 052 164
266,Chadwicks,100 253 178 086 250 184 198 252 149 194 004 248 224 008 107 074 205 052 164
267,Fes,253 250 193 174 197 242 057 071 001 143 144 075 205 054 166
268,La Bonne Auberge,253 250 245 193 191 192 174 093 076 206 054 167
269,Nizam's Restaurant,253 250 245 191 192 174 143 076 205 053 166
270,Aditi,250 252 248 117 076 205 053 164
271,THE PRIME RIB,080 099 184 200 189 102 174 146 114 057 071 024 008 212 225 076 206 054 168
272,Little Fountain Cafe,250 136 063 197 242 059 231 025 005 076 206 053 165
273,Silver Diner,100 254 253 178 250 198 252 149 190 174 004 084 087 156 008 061 074 205 053 163
274,Stella's,253 086 250 150 149 174 063 242 114 084 087 059 231 008 078 208 056 170
275,Metro Center Grille,253 250 174 040 059 231 005 075 206 053 165
276,Connaught Place,253 250 136 252 174 021 224 025 117 076 206 054 164
277,SEASONS,026 253 099 113 250 200 196 193 189 102 191 192 174 079 063 040 111 083 084 087 057 071 024 005 076 206 054 168
278,Gangplank,253 250 184 198 252 193 190 191 192 174 079 063 248 059 231 224 008 212 074 205 053 165
279,Union Street Public House,100 086 250 184 252 149 194 191 192 224 229 008 107 220 075 205 053 164
280,Hunan Lion II,253 250 229 075 205 053 165
281,Crisp & Juicy,253 250 252 149 174 063 036 017 133 076 204 050 162
282,Sala Thai,250 252 235 076 205 052 164
283,Parioli,253 250 150 191 192 174 063 111 059 231 036 001 125 076 205 053 166
284,Old Ebbitt Grill,086 250 150 184 252 194 062 190 102 191 192 174 004 059 231 024 224 156 008 017 107 075 205 054 165
285,Taverna Cretekou,250 252 193 063 057 071 036 224 103 076 205 053 165
286,Havana Cafe,001 133 078 208 056 170
287,Artie's,080 253 250 184 252 193 190 102 174 084 087 024 224 008 107 075 205 053 164
288,Tiberio,080 099 102 174 024 123 076 205 054 168
289,Yosaku,063 128 076 205 052 165
290,R.T.'s,250 184 252 194 242 059 231 030 047 212 076 206 052 166
291,Anita's,254 253 250 198 252 174 063 004 156 025 222 233 074 204 051 163
292,Bistro Bravo,253 250 252 193 063 059 231 224 156 092 075 204 052 163
293,Cactus Cantina,100 086 250 252 149 102 063 114 224 138 233 075 205 053 164
294,Kabul Caravan,253 250 136 193 174 025 002 076 205 053 165
295,Fortune,253 250 252 149 191 192 174 039 060 076 205 052 164
296,L'Auberge Provencale,011 250 150 200 245 193 191 192 174 063 146 040 010 248 036 093 078 208 056 170
297,State of the Union,250 149 191 192 197 114 057 071 224 008 107 202 078 208 056 170
298,Buon Giorno,125 078 208 056 170
299,Tako Grill,254 149 128 076 205 053 165
300,Bombay Palace,253 250 193 191 192 174 036 224 117 076 205 054 165
301,Bombay Bistro,254 250 149 174 021 224 117 076 205 052 164
302,Southside 815,253 250 252 149 062 174 063 242 084 087 025 008 220 075 205 052 164
303,Pleasant Peasant,086 250 252 149 174 084 087 059 231 224 005 076 205 054 166
304,The Collector,253 250 252 193 174 040 059 231 224 005 068 074 204 053 165
305,El Caribe,253 250 252 248 059 231 229 133 075 205 053 165
306,Seven Seas,250 252 190 174 004 224 039 060 075 205 052 164
307,Madeo,250 193 062 190 191 192 174 059 231 224 025 005 007 125 125 075 205 054 166
308,Calvert Grille,253 250 252 149 191 192 174 111 224 156 008 220 075 205 052 163
309,Cambodian,254 253 252 174 025 246 075 205 052 163
310,Two Quail,250 200 191 192 114 010 005 076 206 054 166
311,Listrani's,254 250 150 252 149 193 174 111 036 125 182 075 205 052 164
312,Le Caprice,250 193 189 191 192 174 063 114 111 092 090 076 206 053 167
313,Perry's,250 184 149 193 102 191 192 079 063 197 004 114 057 071 224 005 128 075 205 054 165
314,Foggy Bottom Cafe,250 252 040 059 231 224 008 075 205 053 165
315,Da Domenico,253 174 059 231 024 229 125 075 205 053 166
316,Ledo Pizza,100 254 253 086 250 150 252 174 182 075 204 051 163
317,Bua,252 235 076 205 053 164
318,Pasha Cafe,253 250 136 252 174 036 140 143 076 206 052 164
319,Tony and Joe's Seafood Place,253 086 250 184 252 190 174 079 063 224 229 212 075 205 053 166
320,Il Pizzico,254 253 252 149 174 059 231 036 125 076 206 052 164
321,Skewers,250 252 063 197 140 076 205 053 164
322,Aangan,253 250 252 224 117 078 208 056 170
323,BOMBAY CLUB,253 099 250 200 196 193 190 189 174 063 057 071 036 024 224 117 076 206 054 167
324,Powerscourt,253 099 189 191 192 174 114 040 024 045 076 206 054 167
325,"Red, Hot & Blue",100 253 086 250 252 149 191 192 174 063 036 017 076 205 052 164
326,La Chaumiere,253 191 192 174 114 248 092 093 076 206 054 166
327,Bistro Bistro,253 250 184 252 190 174 063 084 087 057 071 224 005 008 107 075 205 053 165
328,Straits of Malaya,253 250 191 192 063 118 219 076 205 053 165
329,Vincenzo al Sole,080 099 150 196 191 192 174 063 111 024 123 212 076 206 054 168
330,Good Fortune,253 250 252 193 004 229 039 060 075 204 052 163
331,Landini Brothers,253 250 252 189 191 192 174 229 125 076 205 053 166
332,Sarinah Satay House,250 252 059 231 118 075 205 053 165
333,Geppetto,100 253 086 250 252 149 174 063 036 008 125 182 075 205 052 164
334,RED SAGE,253 099 086 250 252 062 191 192 174 197 114 111 248 036 024 222 076 206 055 167
335,Dixie Grill,086 184 252 102 191 192 197 010 111 248 057 071 220 074 204 053 163
336,I RICCHI,080 253 099 189 102 174 114 123 076 206 054 167
337,Lulu's New Orleans Cafe,253 250 252 149 191 192 174 063 248 059 231 057 071 224 030 047 074 204 053 164
338,Nam's of Bethesda,253 250 252 193 174 246 076 205 051 163
339,Pasta Plus,254 253 250 149 174 229 125 182 078 208 056 170
340,Hard Times Cafe,100 254 253 086 250 252 149 062 191 192 174 059 231 036 008 222 075 205 052 163
341,Montgomery's Grille,253 250 184 252 149 174 063 224 229 008 107 075 205 053 164
342,Rabieng,250 136 252 174 235 076 206 053 165
343,The Grill,253 099 113 250 252 196 191 192 040 111 248 059 231 057 071 024 224 008 045 076 206 054 167
344,Mick's,100 253 250 252 149 191 192 174 063 111 084 087 059 231 008 017 107 075 205 053 164
345,Pier 7,253 250 184 193 062 190 102 191 192 174 079 063 040 059 231 057 071 024 008 212 074 205 053 165
346,Cafe Atlantico,086 250 184 149 102 174 063 059 231 057 071 036 034 232 075 205 054 165
347,BICE,026 080 253 099 250 190 189 102 191 192 174 063 114 084 087 036 024 123 076 205 054 167
348,El Tamarindo,250 252 174 004 142 209 075 204 051 163
349,Kawasaki,136 191 192 174 036 128 076 205 053 167
350,South Austin Grill,253 224 142 209 222 233 075 205 053 164
351,Phillips Flagship,253 178 250 252 149 191 192 174 063 004 059 231 057 071 021 224 008 212 074 204 052 165
352,Cities,250 184 200 102 191 192 174 197 114 059 231 036 224 005 007 076 205 054 166
353,Santa Fe East,250 252 174 063 010 248 059 231 224 229 222 076 205 054 165
354,Dean & DeLuca Cafe,253 113 250 252 149 174 063 083 084 087 059 231 043 036 224 156 005 075 204 052 163
355,Andalucia,253 250 174 057 071 001 223 076 206 053 166
356,The Guards,250 184 194 102 191 192 248 059 231 224 008 107 225 075 205 053 166
357,House of Chinese Gourmet,253 250 252 174 021 039 060 075 204 052 164
358,Veneziano,250 252 245 193 062 190 174 059 231 025 001 123 076 206 053 166
